NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
19,5,587,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
19,18,316,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
19,21,315,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
19,44,579,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
20,5,316,"(167779.34607508034, 80816.51436823606)","['22nd St', 'Folsom St']"
20,21,581,"(167779.34607508034, 80816.51436823606)","['22nd St', 'Folsom St']"
21,19,315,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
21,20,581,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
21,22,311,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
21,46,584,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
22,21,311,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
22,25,324,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
22,47,583,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
22,877,576,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
23,7,315,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
23,24,40,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
23,31,297,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
23,878,290,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
24,8,150,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
24,23,40,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
24,32,295,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
24,879,290,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
25,22,324,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
25,26,260,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
25,50,570,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
25,880,587,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
26,25,260,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
26,51,571,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
26,52,250,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
26,881,584,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
27,10,162,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
27,11,292,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
27,33,292,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
28,13,289,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
28,29,625,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
28,34,291,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
29,14,298,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
29,28,625,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
29,35,282,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
29,36,208,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
30,31,645,"(163847.48025116324, 81395.39181940258)","['Church St', 'Liberty St']"
30,42,71,"(163847.48025116324, 81395.39181940258)","['Church St', 'Liberty St']"
30,45,292,"(163847.48025116324, 81395.39181940258)","['Church St', 'Liberty St']"
30,872,295,"(163847.48025116324, 81395.39181940258)","['Church St', 'Liberty St']"
31,23,297,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
31,30,645,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
31,32,44,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
31,48,290,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
32,24,295,"(164534.68721007928, 81450.54886132479)","['Dolores St', 'Liberty St']"
32,31,44,"(164534.68721007928, 81450.54886132479)","['Dolores St', 'Liberty St']"
32,33,624,"(164534.68721007928, 81450.54886132479)","['Dolores St', 'Liberty St']"
32,49,291,"(164534.68721007928, 81450.54886132479)","['Dolores St', 'Liberty St']"
33,27,292,"(165158.0002679117, 81495.87291765213)","['Guerrero St', 'Liberty St']"
33,32,624,"(165158.0002679117, 81495.87291765213)","['Guerrero St', 'Liberty St']"
33,54,293,"(165158.0002679117, 81495.87291765213)","['Guerrero St', 'Liberty St']"
34,28,291,"(165185.17639466375, 81497.33715356886)","['Guerrero St', 'Liberty St']"
34,35,624,"(165185.17639466375, 81497.33715356886)","['Guerrero St', 'Liberty St']"
34,55,293,"(165185.17639466375, 81497.33715356886)","['Guerrero St', 'Liberty St']"
35,29,282,"(165808.19811449572, 81543.04014615715)","['Valencia St', 'Liberty St']"
35,34,624,"(165808.19811449572, 81543.04014615715)","['Valencia St', 'Liberty St']"
35,58,293,"(165808.19811449572, 81543.04014615715)","['Valencia St', 'Liberty St']"
36,15,92,"(166038.99555316195, 81268.1801315695)","['21st St', 'Lexington St']"
36,29,208,"(166038.99555316195, 81268.1801315695)","['21st St', 'Lexington St']"
36,37,584,"(166038.99555316195, 81268.1801315695)","['21st St', 'Lexington St']"
37,36,584,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
37,39,212,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
37,58,203,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
37,66,587,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
38,15,98,"(166228.93710241094, 81288.63317465782)","['21st St', 'San Carlos St']"
38,16,246,"(166228.93710241094, 81288.63317465782)","['21st St', 'San Carlos St']"
38,39,584,"(166228.93710241094, 81288.63317465782)","['21st St', 'San Carlos St']"
39,37,212,"(166202.15041057765, 81872.71894873679)","['San Carlos St', '20th St']"
39,38,584,"(166202.15041057765, 81872.71894873679)","['San Carlos St', '20th St']"
39,40,230,"(166202.15041057765, 81872.71894873679)","['San Carlos St', '20th St']"
39,67,580,"(166202.15041057765, 81872.71894873679)","['San Carlos St', '20th St']"
40,16,587,"(166431.98689316213, 81885.17496056855)","['Mission St', '20th St']"
40,39,230,"(166431.98689316213, 81885.17496056855)","['Mission St', '20th St']"
40,41,315,"(166431.98689316213, 81885.17496056855)","['Mission St', '20th St']"
40,68,582,"(166431.98689316213, 81885.17496056855)","['Mission St', '20th St']"
41,17,581,"(166746.527930744, 81908.95050357282)","['Capp St', '20th St']"
41,40,315,"(166746.527930744, 81908.95050357282)","['Capp St', '20th St']"
41,43,315,"(166746.527930744, 81908.95050357282)","['Capp St', '20th St']"
41,70,585,"(166746.527930744, 81908.95050357282)","['Capp St', '20th St']"
42,30,71,"(163776.64902799577, 81389.91315582395)","['Liberty St', 'BORDER']"
42,882,589,"(163776.64902799577, 81389.91315582395)","['Liberty St', 'BORDER']"
42,883,545,"(163776.64902799577, 81389.91315582395)","['Liberty St', 'BORDER']"
43,18,583,"(167060.77861458063, 81933.82184490561)","['S Van Ness Ave', '20th St']"
43,41,315,"(167060.77861458063, 81933.82184490561)","['S Van Ness Ave', '20th St']"
43,44,319,"(167060.77861458063, 81933.82184490561)","['S Van Ness Ave', '20th St']"
43,72,580,"(167060.77861458063, 81933.82184490561)","['S Van Ness Ave', '20th St']"
44,19,579,"(167379.65592958033, 81955.42153923959)","['Shotwell St', '20th St']"
44,43,319,"(167379.65592958033, 81955.42153923959)","['Shotwell St', '20th St']"
44,46,314,"(167379.65592958033, 81955.42153923959)","['Shotwell St', '20th St']"
44,73,586,"(167379.65592958033, 81955.42153923959)","['Shotwell St', '20th St']"
45,30,292,"(163821.6810901612, 81686.34038449079)","['Church St', '20th St']"
45,48,647,"(163821.6810901612, 81686.34038449079)","['Church St', '20th St']"
45,60,289,"(163821.6810901612, 81686.34038449079)","['Church St', '20th St']"
45,884,631,"(163821.6810901612, 81686.34038449079)","['Church St', '20th St']"
46,21,584,"(167692.74946349487, 81979.57175340503)","['Folsom St', '20th St']"
46,44,314,"(167692.74946349487, 81979.57175340503)","['Folsom St', '20th St']"
46,47,331,"(167692.74946349487, 81979.57175340503)","['Folsom St', '20th St']"
46,76,587,"(167692.74946349487, 81979.57175340503)","['Folsom St', '20th St']"
47,22,583,"(168022.89873757958, 82006.281345658)","['Treat Ave', '20th St', 'No_Name']"
47,46,331,"(168022.89873757958, 82006.281345658)","['Treat Ave', '20th St', 'No_Name']"
47,50,305,"(168022.89873757958, 82006.281345658)","['Treat Ave', '20th St', 'No_Name']"
47,77,377,"(168022.89873757958, 82006.281345658)","['Treat Ave', '20th St', 'No_Name']"
48,31,290,"(164466.67159808055, 81737.84421849251)","['Dolores St', '20th St']"
48,45,647,"(164466.67159808055, 81737.84421849251)","['Dolores St', '20th St']"
48,49,45,"(164466.67159808055, 81737.84421849251)","['Dolores St', '20th St']"
48,61,295,"(164466.67159808055, 81737.84421849251)","['Dolores St', '20th St']"
49,32,291,"(164512.34998441115, 81740.76940948516)","['Dolores St', '20th St']"
49,48,45,"(164512.34998441115, 81740.76940948516)","['Dolores St', '20th St']"
49,54,625,"(164512.34998441115, 81740.76940948516)","['Dolores St', '20th St']"
49,62,295,"(164512.34998441115, 81740.76940948516)","['Dolores St', '20th St']"
50,25,570,"(168327.31873241067, 82028.61463432014)","['Harrison St', '20th St']"
50,47,305,"(168327.31873241067, 82028.61463432014)","['Harrison St', '20th St']"
50,51,271,"(168327.31873241067, 82028.61463432014)","['Harrison St', '20th St']"
50,78,383,"(168327.31873241067, 82028.61463432014)","['Harrison St', '20th St']"
51,26,571,"(168597.6246222444, 82048.75238931924)","['Alabama St', '20th St']"
51,50,271,"(168597.6246222444, 82048.75238931924)","['Alabama St', '20th St']"
51,81,473,"(168597.6246222444, 82048.75238931924)","['Alabama St', '20th St']"
51,82,196,"(168597.6246222444, 82048.75238931924)","['Alabama St', '20th St']"
52,26,250,"(168879.73954357952, 81486.98874907196)","['21st St', 'Florida St']"
52,53,582,"(168879.73954357952, 81486.98874907196)","['21st St', 'Florida St']"
53,52,582,"(168832.0818304941, 82067.05714274198)","['Florida St', '20th St']"
53,69,282,"(168832.0818304941, 82067.05714274198)","['Florida St', '20th St']"
53,82,38,"(168832.0818304941, 82067.05714274198)","['Florida St', '20th St']"
54,33,293,"(165135.65582441166, 81788.27784465253)","['Guerrero St', '20th St']"
54,49,625,"(165135.65582441166, 81788.27784465253)","['Guerrero St', '20th St']"
54,55,25,"(165135.65582441166, 81788.27784465253)","['Guerrero St', '20th St']"
54,63,289,"(165135.65582441166, 81788.27784465253)","['Guerrero St', '20th St']"
55,34,293,"(165161.09704649448, 81790.10559690744)","['Guerrero St', '20th St']"
55,54,25,"(165161.09704649448, 81790.10559690744)","['Guerrero St', '20th St']"
55,58,628,"(165161.09704649448, 81790.10559690744)","['Guerrero St', '20th St']"
55,64,293,"(165161.09704649448, 81790.10559690744)","['Guerrero St', '20th St']"
56,69,185,"(169137.7360748276, 81906.2336454913)","['Bryant St', 'Bryant Ter']"
56,885,402,"(169137.7360748276, 81906.2336454913)","['Bryant St', 'Bryant Ter']"
56,886,190,"(169137.7360748276, 81906.2336454913)","['Bryant St', 'Bryant Ter']"
57,87,20,"(169387.43505049497, 82110.26538965851)","['York St', '20th St']"
57,89,242,"(169387.43505049497, 82110.26538965851)","['York St', '20th St']"
57,887,590,"(169387.43505049497, 82110.26538965851)","['York St', '20th St']"
58,35,293,"(165787.87039924413, 81835.44540123641)","['20th St', 'Valencia St']"
58,37,203,"(165787.87039924413, 81835.44540123641)","['20th St', 'Valencia St']"
58,55,628,"(165787.87039924413, 81835.44540123641)","['20th St', 'Valencia St']"
58,65,310,"(165787.87039924413, 81835.44540123641)","['20th St', 'Valencia St']"
59,71,203,"(163157.83432074636, 81929.08005648851)","['Sanchez St', 'Cumberland St']"
59,884,292,"(163157.83432074636, 81929.08005648851)","['Sanchez St', 'Cumberland St']"
59,888,588,"(163157.83432074636, 81929.08005648851)","['Sanchez St', 'Cumberland St']"
60,45,289,"(163796.17228291184, 81974.74007015675)","['Church St', 'Cumberland St']"
60,75,293,"(163796.17228291184, 81974.74007015675)","['Church St', 'Cumberland St']"
60,889,591,"(163796.17228291184, 81974.74007015675)","['Church St', 'Cumberland St']"
61,48,295,"(164446.06894899532, 82032.43516474217)","['Dolores St', 'Cumberland St']"
61,62,43,"(164446.06894899532, 82032.43516474217)","['Dolores St', 'Cumberland St']"
61,79,287,"(164446.06894899532, 82032.43516474217)","['Dolores St', 'Cumberland St']"
62,49,295,"(164489.72338924557, 82034.99552707374)","['Dolores St', 'Cumberland St']"
62,61,43,"(164489.72338924557, 82034.99552707374)","['Dolores St', 'Cumberland St']"
62,63,625,"(164489.72338924557, 82034.99552707374)","['Dolores St', 'Cumberland St']"
62,80,287,"(164489.72338924557, 82034.99552707374)","['Dolores St', 'Cumberland St']"
63,54,289,"(165113.3130213283, 82077.04137473553)","['Guerrero St', 'Cumberland St']"
63,62,625,"(165113.3130213283, 82077.04137473553)","['Guerrero St', 'Cumberland St']"
63,84,293,"(165113.3130213283, 82077.04137473553)","['Guerrero St', 'Cumberland St']"
64,55,293,"(165139.33101391047, 82082.5108519867)","['Guerrero St', 'BORDER']"
64,85,289,"(165139.33101391047, 82082.5108519867)","['Guerrero St', 'BORDER']"
65,58,310,"(165764.068937663, 82144.96413915604)","['Valencia St', 'Cunningham Pl']"
65,91,279,"(165764.068937663, 82144.96413915604)","['Valencia St', 'Cunningham Pl']"
65,890,123,"(165764.068937663, 82144.96413915604)","['Valencia St', 'Cunningham Pl']"
66,37,587,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
66,67,199,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
66,91,206,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
66,112,578,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
67,39,580,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
67,66,199,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
67,68,239,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
67,113,582,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
68,40,582,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
68,67,239,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
68,70,314,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
68,114,584,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
69,53,282,"(169113.37195032835, 82089.75394774228)","['Bryant St', '20th St']"
69,56,185,"(169113.37195032835, 82089.75394774228)","['Bryant St', '20th St']"
69,86,472,"(169113.37195032835, 82089.75394774228)","['Bryant St', '20th St']"
69,87,254,"(169113.37195032835, 82089.75394774228)","['Bryant St', '20th St']"
70,41,585,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
70,68,314,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
70,72,317,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
70,115,586,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
71,59,203,"(163142.18015258014, 82131.90773481876)","['Sanchez St', 'BORDER']"
72,43,580,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
72,70,317,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
72,73,302,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
72,118,588,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
73,44,586,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
73,72,302,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
73,76,329,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
73,122,582,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
74,85,212,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
74,107,587,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
74,108,177,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
74,891,416,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
75,60,293,"(163770.95186091214, 82266.78148081899)","['Church St', '19th St', 'Mission Delores Park']"
75,92,646,"(163770.95186091214, 82266.78148081899)","['Church St', '19th St', 'Mission Delores Park']"
75,94,158,"(163770.95186091214, 82266.78148081899)","['Church St', '19th St', 'Mission Delores Park']"
75,97,296,"(163770.95186091214, 82266.78148081899)","['Church St', '19th St', 'Mission Delores Park']"
76,46,587,"(167647.13964657858, 82565.46953173727)","['Folsom St', '19th St']"
76,73,329,"(167647.13964657858, 82565.46953173727)","['Folsom St', '19th St']"
76,106,309,"(167647.13964657858, 82565.46953173727)","['Folsom St', '19th St']"
76,125,579,"(167647.13964657858, 82565.46953173727)","['Folsom St', '19th St']"
77,47,377,"(168003.6714138277, 82382.80323040485)","['No_Name', 'Mistral St', 'Treat Ave']"
77,78,289,"(168003.6714138277, 82382.80323040485)","['No_Name', 'Mistral St', 'Treat Ave']"
77,106,240,"(168003.6714138277, 82382.80323040485)","['No_Name', 'Mistral St', 'Treat Ave']"
78,50,383,"(168291.89524682984, 82410.59221681952)","['Mistral St', 'Harrison St']"
78,77,289,"(168291.89524682984, 82410.59221681952)","['Mistral St', 'Harrison St']"
78,110,93,"(168291.89524682984, 82410.59221681952)","['Mistral St', 'Harrison St']"
79,61,287,"(164421.13231907785, 82318.64948732406)","['Dolores St', '19th St']"
79,80,47,"(164421.13231907785, 82318.64948732406)","['Dolores St', '19th St']"
79,100,287,"(164421.13231907785, 82318.64948732406)","['Dolores St', '19th St']"
80,62,287,"(164468.5446258299, 82321.93917890638)","['Dolores St', '19th St']"
80,79,47,"(164468.5446258299, 82321.93917890638)","['Dolores St', '19th St']"
80,101,286,"(164468.5446258299, 82321.93917890638)","['Dolores St', '19th St']"
80,102,285,"(164468.5446258299, 82321.93917890638)","['Dolores St', '19th St']"
81,51,473,"(168569.96588491276, 82521.77014407516)","['Alabama St', '19th St']"
81,83,192,"(168569.96588491276, 82521.77014407516)","['Alabama St', '19th St']"
81,117,78,"(168569.96588491276, 82521.77014407516)","['Alabama St', '19th St']"
82,51,196,"(168793.92114566267, 82064.12801473588)","['20th St', 'Florida St']"
82,53,38,"(168793.92114566267, 82064.12801473588)","['20th St', 'Florida St']"
82,83,472,"(168793.92114566267, 82064.12801473588)","['20th St', 'Florida St']"
83,81,192,"(168761.63380866125, 82535.68711099029)","['Florida St', '19th St']"
83,82,472,"(168761.63380866125, 82535.68711099029)","['Florida St', '19th St']"
83,86,290,"(168761.63380866125, 82535.68711099029)","['Florida St', '19th St']"
83,121,467,"(168761.63380866125, 82535.68711099029)","['Florida St', '19th St']"
84,63,293,"(165091.83701441064, 82369.44662982225)","['Guerrero St', '19th St']"
84,85,26,"(165091.83701441064, 82369.44662982225)","['Guerrero St', '19th St']"
84,102,339,"(165091.83701441064, 82369.44662982225)","['Guerrero St', '19th St']"
84,104,582,"(165091.83701441064, 82369.44662982225)","['Guerrero St', '19th St']"
85,64,289,"(165117.85566316172, 82371.63855457306)","['Guerrero St', '19th St']"
85,74,212,"(165117.85566316172, 82371.63855457306)","['Guerrero St', '19th St']"
85,84,26,"(165117.85566316172, 82371.63855457306)","['Guerrero St', '19th St']"
85,105,581,"(165117.85566316172, 82371.63855457306)","['Guerrero St', '19th St']"
86,69,472,"(169051.5935305804, 82555.47348874062)","['Bryant St', '19th St']"
86,83,290,"(169051.5935305804, 82555.47348874062)","['Bryant St', '19th St']"
86,88,277,"(169051.5935305804, 82555.47348874062)","['Bryant St', '19th St']"
86,123,466,"(169051.5935305804, 82555.47348874062)","['Bryant St', '19th St']"
87,57,20,"(169367.19821432978, 82108.80016949028)","['20th St', 'York St']"
87,69,254,"(169367.19821432978, 82108.80016949028)","['20th St', 'York St']"
87,88,471,"(169367.19821432978, 82108.80016949028)","['20th St', 'York St']"
88,86,277,"(169328.2524260804, 82578.53479432315)","['York St', '19th St']"
88,87,471,"(169328.2524260804, 82578.53479432315)","['York St', '19th St']"
88,90,283,"(169328.2524260804, 82578.53479432315)","['York St', '19th St']"
88,126,467,"(169328.2524260804, 82578.53479432315)","['York St', '19th St']"
89,57,242,"(169629.11895032972, 82127.8519686535)","['20th St', 'Hampshire St']"
89,90,471,"(169629.11895032972, 82127.8519686535)","['20th St', 'Hampshire St']"
90,88,283,"(169610.98315982893, 82599.05246981978)","['Hampshire St', '19th St']"
90,89,471,"(169610.98315982893, 82599.05246981978)","['Hampshire St', '19th St']"
90,128,471,"(169610.98315982893, 82599.05246981978)","['Hampshire St', '19th St']"
90,129,284,"(169610.98315982893, 82599.05246981978)","['Hampshire St', '19th St']"
91,65,279,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
91,66,206,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
91,108,239,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
91,111,577,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
92,75,646,"(163125.97086741403, 82224.76220790297)","['19th St', 'Sanchez St']"
92,93,290,"(163125.97086741403, 82224.76220790297)","['19th St', 'Sanchez St']"
92,892,647,"(163125.97086741403, 82224.76220790297)","['19th St', 'Sanchez St']"
93,92,290,"(163124.46463682875, 82515.35217790306)","['Sanchez St', 'Hancock St']"
93,97,633,"(163124.46463682875, 82515.35217790306)","['Sanchez St', 'Hancock St']"
93,120,287,"(163124.46463682875, 82515.35217790306)","['Sanchez St', 'Hancock St']"
93,893,644,"(163124.46463682875, 82515.35217790306)","['Sanchez St', 'Hancock St']"
94,75,158,"(163929.37838133052, 82277.0147280693)","['Mission Delores Park', 'BORDER']"
94,95,153,"(163929.37838133052, 82277.0147280693)","['Mission Delores Park', 'BORDER']"
94,98,150,"(163929.37838133052, 82277.0147280693)","['Mission Delores Park', 'BORDER']"
95,94,153,"(164077.40072307736, 82270.13186781853)","['Mission Delores Park', 'BORDER']"
95,96,66,"(164077.40072307736, 82270.13186781853)","['Mission Delores Park', 'BORDER']"
95,98,34,"(164077.40072307736, 82270.13186781853)","['Mission Delores Park', 'BORDER']"
